Date,open,high,low,close,volume
2026-01-05,102.19000244140625,102.69000244140625,97.02999877929688,97.5,1891800
2026-01-06,98.12000274658203,98.98999786376953,93.41000366210938,97.0,1985700
2026-01-07,95.80000305175781,96.47000122070312,90.08000183105469,91.6500015258789,2001700
2026-01-08,91.38999938964844,91.52999877929688,88.5,91.33999633789062,1930600
2026-01-09,92.16000366210938,95.3499984741211,91.19000244140625,93.37999725341797,1746400
2026-01-12,91.7699966430664,93.94000244140625,91.51000213623047,92.9000015258789,952900
2026-01-13,93.62999725341797,97.38999938964844,93.30000305175781,95.4800033569336,975500
2026-01-14,95.4800033569336,101.19000244140625,95.44999694824219,100.62000274658203,2020600
2026-01-15,103.7699966430664,108.22000122070312,102.63999938964844,103.06999969482422,2559400
2026-01-16,105.5199966430664,108.38999938964844,104.19999694824219,107.98999786376953,1796900
2026-01-20,106.37999725341797,114.05999755859375,106.0,110.0999984741211,2841200
2026-01-21,120.80999755859375,131.1199951171875,120.0,125.93000030517578,5947600
2026-01-22,133.0,135.75,122.27999877929688,124.7699966430664,3914100
2026-01-23,123.2300033569336,123.5,113.12999725341797,115.30999755859375,2901000
2026-01-26,115.0,118.41999816894531,112.68000030517578,114.19000244140625,1979900
2026-01-27,116.62999725341797,119.30999755859375,115.33000183105469,115.70999908447266,1808100
2026-01-28,117.73999786376953,125.19999694824219,115.5,124.44000244140625,2803500
2026-01-29,123.83999633789062,125.70999908447266,114.70999908447266,121.5999984741211,2633700
2026-01-30,125.87000274658203,127.02999877929688,112.83999633789062,113.83000183105469,3201500
2026-02-02,111.37999725341797,128.22999572753906,110.76000213623047,113.70999908447266,6884500
2026-02-03,108.3499984741211,112.94000244140625,91.73999786376953,98.44999694824219,12599600
2026-02-04,95.16000366210938,102.23999786376953,94.62999725341797,100.8499984741211,6972200
2026-02-05,95.80000305175781,102.12000274658203,95.80000305175781,98.0999984741211,3176500
2026-02-06,99.94999694824219,108.22000122070312,98.5,107.0999984741211,3525200
2026-02-09,106.44000244140625,112.66000366210938,106.44000244140625,110.91999816894531,2280400
2026-02-10,110.83999633789062,111.54000091552734,106.0199966430664,106.98999786376953,1589400
2026-02-11,107.44999694824219,107.58000183105469,96.37999725341797,99.37999725341797,3401400
2026-02-12,100.48999786376953,102.0,94.30000305175781,95.80000305175781,2216000
